10000	3	0
0.00347652	0.00347652	0.0001	
0.0104786	0.00347652	0.0001	
0.0175794	0.00347652	0.0001	
0.0247803	0.00347652	0.0001	
0.0320828	0.00347652	0.0001	
0.0394882	0.00347652	0.0001	
0.0469981	0.00347652	0.0001	
0.0546139	0.00347652	0.0001	
0.062337	0.00347652	0.0001	
0.0701691	0.00347652	0.0001	
0.0781116	0.00347652	0.0001	
0.0861661	0.00347652	0.0001	
0.0943343	0.00347652	0.0001	
0.102618	0.00347652	0.0001	
0.111018	0.00347652	0.0001	
0.119536	0.00347652	0.0001	
0.128175	0.00347652	0.0001	
0.136935	0.00347652	0.0001	
0.145819	0.00347652	0.0001	
0.154829	0.00347652	0.0001	
0.163965	0.00347652	0.0001	
0.17323	0.00347652	0.0001	
0.182626	0.00347652	0.0001	
0.192154	0.00347652	0.0001	
0.201817	0.00347652	0.0001	
0.211616	0.00347652	0.0001	
0.221553	0.00347652	0.0001	
0.23163	0.00347652	0.0001	
0.24185	0.00347652	0.0001	
0.252213	0.00347652	0.0001	
0.262723	0.00347652	0.0001	
0.273381	0.00347652	0.0001	
0.284189	0.00347652	0.0001	
0.295149	0.00347652	0.0001	
0.306264	0.00347652	0.0001	
0.317536	0.00347652	0.0001	
0.328967	0.00347652	0.0001	
0.340559	0.00347652	0.0001	
0.352314	0.00347652	0.0001	
0.364235	0.00347652	0.0001	
0.376325	0.00347652	0.0001	
0.388584	0.00347652	0.0001	
0.401017	0.00347652	0.0001	
0.413625	0.00347652	0.0001	
0.426411	0.00347652	0.0001	
0.439377	0.00347652	0.0001	
0.452526	0.00347652	0.0001	
0.46586	0.00347652	0.0001	
0.479382	0.00347652	0.0001	
0.493095	0.00347652	0.0001	
0.506905	0.00347652	0.0001	
0.520618	0.00347652	0.0001	
0.53414	0.00347652	0.0001	
0.547474	0.00347652	0.0001	
0.560623	0.00347652	0.0001	
0.573589	0.00347652	0.0001	
0.586375	0.00347652	0.0001	
0.598983	0.00347652	0.0001	
0.611416	0.00347652	0.0001	
0.623675	0.00347652	0.0001	
0.635765	0.00347652	0.0001	
0.647686	0.00347652	0.0001	
0.659441	0.00347652	0.0001	
0.671033	0.00347652	0.0001	
0.682464	0.00347652	0.0001	
0.693736	0.00347652	0.0001	
0.704851	0.00347652	0.0001	
0.715811	0.00347652	0.0001	
0.726619	0.00347652	0.0001	
0.737277	0.00347652	0.0001	
0.747787	0.00347652	0.0001	
0.75815	0.00347652	0.0001	
0.76837	0.00347652	0.0001	
0.778447	0.00347652	0.0001	
0.788384	0.00347652	0.0001	
0.798183	0.00347652	0.0001	
0.807846	0.00347652	0.0001	
0.817374	0.00347652	0.0001	
0.82677	0.00347652	0.0001	
0.836035	0.00347652	0.0001	
0.845171	0.00347652	0.0001	
0.854181	0.00347652	0.0001	
0.863065	0.00347652	0.0001	
0.871825	0.00347652	0.0001	
0.880464	0.00347652	0.0001	
0.888982	0.00347652	0.0001	
